model,dataset,file,BB,CB,BB,BC
KNN,IND-JLMIV+R-2020,commons-lang-3.0.csv_commons-lang-3.1.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,commons-lang-3.1.csv_commons-lang-3.2.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,commons-lang-3.2.csv_commons-lang-3.3.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,commons-lang-3.3.csv_commons-lang-3.4.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,commons-lang-3.4.csv_commons-lang-3.5.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,commons-lang-3.5.csv_commons-lang-3.6.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,commons-lang-3.6.csv_commons-lang-3.7.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,commons-math-1.0.csv_commons-math-1.1.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,commons-math-1.1.csv_commons-math-1.2.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,commons-math-1.2.csv_commons-math-2.0.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,commons-math-2.0.csv_commons-math-2.1.csv,0,0,161,7
KNN,IND-JLMIV+R-2020,commons-math-2.1.csv_commons-math-2.2.csv,0,0,153,3
KNN,IND-JLMIV+R-2020,commons-math-2.2.csv_commons-math-3.0.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,commons-math-3.0.csv_commons-math-3.1.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,commons-math-3.1.csv_commons-math-3.2.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,commons-math-3.2.csv_commons-math-3.3.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,commons-math-3.3.csv_commons-math-3.4.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,commons-math-3.4.csv_commons-math-3.5.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,commons-math-3.5.csv_commons-math-3.6.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,commons-net-1.0.csv_commons-net-1.1.csv,0,0,71,6
KNN,IND-JLMIV+R-2020,commons-net-1.1.csv_commons-net-1.2.csv,0,0,82,8
KNN,IND-JLMIV+R-2020,commons-net-1.2.csv_commons-net-1.3.csv,1,0,85,6
KNN,IND-JLMIV+R-2020,commons-net-1.3.csv_commons-net-1.4.csv,1,0,95,12
KNN,IND-JLMIV+R-2020,commons-net-1.4.csv_commons-net-2.0.csv,0,0,39,2
KNN,IND-JLMIV+R-2020,commons-net-2.0.csv_commons-net-2.1.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,commons-net-2.1.csv_commons-net-2.2.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,commons-net-2.2.csv_commons-net-3.0.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,commons-net-3.0.csv_commons-net-3.1.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,commons-net-3.1.csv_commons-net-3.2.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,commons-net-3.2.csv_commons-net-3.3.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,commons-net-3.3.csv_commons-net-3.4.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,commons-net-3.4.csv_commons-net-3.5.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,commons-net-3.5.csv_commons-net-3.6.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,commons-scxml-0.5.csv_commons-scxml-0.6.csv,0,0,14,2
KNN,IND-JLMIV+R-2020,commons-scxml-0.6.csv_commons-scxml-0.7.csv,0,0,43,7
KNN,IND-JLMIV+R-2020,commons-scxml-0.7.csv_commons-scxml-0.8.csv,4,1,61,9
KNN,IND-JLMIV+R-2020,commons-scxml-0.8.csv_commons-scxml-0.9.csv,0,0,57,1
KNN,IND-JLMIV+R-2020,commons-validator-1.1.0.csv_commons-validator-1.2.0.csv,0,0,2,0
KNN,IND-JLMIV+R-2020,commons-validator-1.2.0.csv_commons-validator-1.3.0.csv,1,0,6,2
KNN,IND-JLMIV+R-2020,commons-validator-1.3.0.csv_commons-validator-1.4.0.csv,0,0,2,0
KNN,IND-JLMIV+R-2020,commons-validator-1.4.0.csv_commons-validator-1.5.0.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,commons-validator-1.5.0.csv_commons-validator-1.6.0.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,commons-vfs-1.0.csv_commons-vfs-2.0.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,commons-vfs-2.0.csv_commons-vfs-2.1.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,commons-vfs-2.1.csv_commons-vfs-2.2.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,deltaspike-0.1.csv_deltaspike-0.2.csv,0,0,28,0
KNN,IND-JLMIV+R-2020,deltaspike-0.2.csv_deltaspike-0.3.csv,0,0,63,5
KNN,IND-JLMIV+R-2020,deltaspike-0.3.csv_deltaspike-0.4.csv,0,1,109,8
KNN,IND-JLMIV+R-2020,deltaspike-0.4.csv_deltaspike-0.5.csv,0,1,279,16
KNN,IND-JLMIV+R-2020,deltaspike-0.5.csv_deltaspike-0.6.csv,1,0,371,7
KNN,IND-JLMIV+R-2020,deltaspike-0.6.csv_deltaspike-0.7.csv,1,0,525,23
KNN,IND-JLMIV+R-2020,deltaspike-0.7.csv_deltaspike-1.0.0.csv,1,0,525,22
KNN,IND-JLMIV+R-2020,deltaspike-1.0.0.csv_deltaspike-1.1.0.csv,0,0,522,17
KNN,IND-JLMIV+R-2020,deltaspike-1.1.0.csv_deltaspike-1.2.0.csv,0,0,587,19
KNN,IND-JLMIV+R-2020,deltaspike-1.2.0.csv_deltaspike-1.3.0.csv,0,0,554,13
KNN,IND-JLMIV+R-2020,deltaspike-1.3.0.csv_deltaspike-1.4.0.csv,0,0,560,14
KNN,IND-JLMIV+R-2020,deltaspike-1.4.0.csv_deltaspike-1.5.0.csv,0,0,574,15
KNN,IND-JLMIV+R-2020,deltaspike-1.5.0.csv_deltaspike-1.6.0.csv,0,0,567,9
KNN,IND-JLMIV+R-2020,deltaspike-1.6.0.csv_deltaspike-1.7.0.csv,0,0,636,9
KNN,IND-JLMIV+R-2020,deltaspike-1.7.0.csv_deltaspike-1.8.0.csv,0,0,662,5
KNN,IND-JLMIV+R-2020,eagle-0.3.0.csv_eagle-0.4.0.csv,0,0,562,2
KNN,IND-JLMIV+R-2020,eagle-0.4.0.csv_eagle-0.5.0.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,giraph-1.0.0.csv_giraph-1.1.0.csv,0,1,133,0
KNN,IND-JLMIV+R-2020,gora-0.1.csv_gora-0.2.csv,0,0,52,3
KNN,IND-JLMIV+R-2020,gora-0.2.csv_gora-0.3.csv,0,0,46,0
KNN,IND-JLMIV+R-2020,gora-0.3.csv_gora-0.4.csv,0,0,65,1
KNN,IND-JLMIV+R-2020,gora-0.4.csv_gora-0.5.csv,0,0,124,5
KNN,IND-JLMIV+R-2020,gora-0.5.csv_gora-0.6.csv,2,1,142,6
KNN,IND-JLMIV+R-2020,gora-0.6.csv_gora-0.7.csv,0,0,66,0
KNN,IND-JLMIV+R-2020,jspwiki-1.4.0.csv_jspwiki-1.5.0.csv,0,0,8,0
KNN,IND-JLMIV+R-2020,jspwiki-1.5.0.csv_jspwiki-1.6.0.csv,0,0,6,0
KNN,IND-JLMIV+R-2020,jspwiki-1.6.0.csv_jspwiki-1.7.0.csv,0,0,4,0
KNN,IND-JLMIV+R-2020,jspwiki-1.7.0.csv_jspwiki-1.8.0.csv,0,0,18,0
KNN,IND-JLMIV+R-2020,jspwiki-1.8.0.csv_jspwiki-2.0.36.csv,0,0,11,0
KNN,IND-JLMIV+R-2020,jspwiki-2.0.36.csv_jspwiki-2.10.0.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,jspwiki-2.10.0.csv_jspwiki-2.2.19.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,jspwiki-2.2.19.csv_jspwiki-2.4.56.csv,0,0,24,0
KNN,IND-JLMIV+R-2020,jspwiki-2.4.56.csv_jspwiki-2.6.0.csv,0,0,118,1
KNN,IND-JLMIV+R-2020,jspwiki-2.6.0.csv_jspwiki-2.8.0.csv,0,0,147,0
KNN,IND-JLMIV+R-2020,jspwiki-2.8.0.csv_jspwiki-2.9.0.csv,0,0,1,0
KNN,IND-JLMIV+R-2020,knox-0.10.0.csv_knox-0.11.0.csv,1,1,552,16
KNN,IND-JLMIV+R-2020,knox-0.11.0.csv_knox-0.12.0.csv,0,1,534,12
KNN,IND-JLMIV+R-2020,knox-0.12.0.csv_knox-0.13.0.csv,0,0,540,4
KNN,IND-JLMIV+R-2020,knox-0.13.0.csv_knox-0.14.0.csv,0,0,582,2
KNN,IND-JLMIV+R-2020,knox-0.14.0.csv_knox-0.3.0.csv,0,0,187,0
KNN,IND-JLMIV+R-2020,knox-0.3.0.csv_knox-0.4.0.csv,18,1,300,6
KNN,IND-JLMIV+R-2020,knox-0.4.0.csv_knox-0.5.0.csv,4,1,357,16
KNN,IND-JLMIV+R-2020,knox-0.5.0.csv_knox-0.6.0.csv,22,3,376,29
KNN,IND-JLMIV+R-2020,knox-0.6.0.csv_knox-0.7.0.csv,3,9,397,9
KNN,IND-JLMIV+R-2020,knox-0.7.0.csv_knox-0.8.0.csv,11,5,529,16
KNN,IND-JLMIV+R-2020,knox-0.8.0.csv_knox-0.9.0.csv,1,4,499,13
KNN,IND-JLMIV+R-2020,knox-0.9.0.csv_knox-1.0.0.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,kylin-0.6.1.csv_kylin-0.7.1.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,kylin-0.7.1.csv_kylin-1.0.0.csv,0,0,39,0
KNN,IND-JLMIV+R-2020,kylin-1.0.0.csv_kylin-1.1.0.csv,0,2,121,1
KNN,IND-JLMIV+R-2020,kylin-1.1.0.csv_kylin-1.2.0.csv,1,1,129,0
KNN,IND-JLMIV+R-2020,kylin-1.2.0.csv_kylin-1.3.0.csv,0,0,104,0
KNN,IND-JLMIV+R-2020,kylin-1.3.0.csv_kylin-1.5.0.csv,0,0,62,3
KNN,IND-JLMIV+R-2020,kylin-1.5.0.csv_kylin-1.6.0.csv,3,2,204,3
KNN,IND-JLMIV+R-2020,kylin-1.6.0.csv_kylin-2.0.0.csv,0,0,312,4
KNN,IND-JLMIV+R-2020,kylin-2.0.0.csv_kylin-2.1.0.csv,0,0,556,24
KNN,IND-JLMIV+R-2020,kylin-2.1.0.csv_kylin-2.2.0.csv,3,4,594,18
KNN,IND-JLMIV+R-2020,lens-2.6.0.csv_lens-2.7.0.csv,0,0,89,0
KNN,IND-JLMIV+R-2020,mahout-0.1.csv_mahout-0.10.0.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,mahout-0.10.0.csv_mahout-0.11.0.csv,0,0,767,3
KNN,IND-JLMIV+R-2020,mahout-0.11.0.csv_mahout-0.12.0.csv,0,0,742,1
KNN,IND-JLMIV+R-2020,mahout-0.12.0.csv_mahout-0.13.0.csv,0,0,753,0
KNN,IND-JLMIV+R-2020,mahout-0.2.csv_mahout-0.3.csv,0,0,73,2
KNN,IND-JLMIV+R-2020,mahout-0.3.csv_mahout-0.4.csv,0,0,143,7
KNN,IND-JLMIV+R-2020,mahout-0.4.csv_mahout-0.5.csv,0,2,260,13
KNN,IND-JLMIV+R-2020,mahout-0.5.csv_mahout-0.6.csv,0,1,277,1
KNN,IND-JLMIV+R-2020,mahout-0.6.csv_mahout-0.7.csv,2,2,599,20
KNN,IND-JLMIV+R-2020,mahout-0.7.csv_mahout-0.8.csv,0,0,349,1
KNN,IND-JLMIV+R-2020,mahout-0.8.csv_mahout-0.9.csv,0,0,627,8
KNN,IND-JLMIV+R-2020,manifoldcf-0.1.csv_manifoldcf-0.2.csv,1,2,345,15
KNN,IND-JLMIV+R-2020,manifoldcf-0.2.csv_manifoldcf-0.3.csv,0,0,267,8
KNN,IND-JLMIV+R-2020,manifoldcf-0.3.csv_manifoldcf-0.4.csv,3,2,390,13
KNN,IND-JLMIV+R-2020,manifoldcf-0.4.csv_manifoldcf-0.5.csv,3,0,398,12
KNN,IND-JLMIV+R-2020,manifoldcf-0.5.csv_manifoldcf-0.6.csv,3,0,420,18
KNN,IND-JLMIV+R-2020,manifoldcf-0.6.csv_manifoldcf-1.0.csv,16,4,487,27
KNN,IND-JLMIV+R-2020,manifoldcf-1.0.csv_manifoldcf-1.1.csv,13,2,470,22
KNN,IND-JLMIV+R-2020,manifoldcf-1.1.csv_manifoldcf-1.10.csv,0,1,275,2
KNN,IND-JLMIV+R-2020,manifoldcf-1.10.csv_manifoldcf-1.2.csv,0,0,326,2
KNN,IND-JLMIV+R-2020,manifoldcf-1.2.csv_manifoldcf-1.3.csv,12,2,518,29
KNN,IND-JLMIV+R-2020,manifoldcf-1.3.csv_manifoldcf-1.4.csv,0,9,551,26
KNN,IND-JLMIV+R-2020,manifoldcf-1.4.csv_manifoldcf-1.5.csv,0,1,558,10
KNN,IND-JLMIV+R-2020,manifoldcf-1.5.csv_manifoldcf-1.6.csv,3,1,689,12
KNN,IND-JLMIV+R-2020,manifoldcf-1.6.csv_manifoldcf-1.7.csv,1,2,630,11
KNN,IND-JLMIV+R-2020,manifoldcf-1.7.csv_manifoldcf-1.8.csv,0,0,708,13
KNN,IND-JLMIV+R-2020,manifoldcf-1.8.csv_manifoldcf-1.9.csv,0,0,777,14
KNN,IND-JLMIV+R-2020,manifoldcf-1.9.csv_manifoldcf-2.0.csv,0,0,654,12
KNN,IND-JLMIV+R-2020,manifoldcf-2.0.csv_manifoldcf-2.1.csv,4,4,755,16
KNN,IND-JLMIV+R-2020,manifoldcf-2.1.csv_manifoldcf-2.10.csv,0,2,734,3
KNN,IND-JLMIV+R-2020,manifoldcf-2.10.csv_manifoldcf-2.2.csv,0,0,783,3
KNN,IND-JLMIV+R-2020,manifoldcf-2.2.csv_manifoldcf-2.3.csv,5,2,836,12
KNN,IND-JLMIV+R-2020,manifoldcf-2.3.csv_manifoldcf-2.4.csv,9,6,860,16
KNN,IND-JLMIV+R-2020,manifoldcf-2.4.csv_manifoldcf-2.5.csv,3,4,835,13
KNN,IND-JLMIV+R-2020,manifoldcf-2.5.csv_manifoldcf-2.6.csv,4,3,881,16
KNN,IND-JLMIV+R-2020,manifoldcf-2.6.csv_manifoldcf-2.7.csv,0,2,867,8
KNN,IND-JLMIV+R-2020,manifoldcf-2.7.csv_manifoldcf-2.8.csv,0,0,875,17
KNN,IND-JLMIV+R-2020,manifoldcf-2.8.csv_manifoldcf-2.9.csv,1,1,898,4
KNN,IND-JLMIV+R-2020,nutch-0.7.csv_nutch-0.8.csv,0,0,45,0
KNN,IND-JLMIV+R-2020,nutch-0.8.csv_nutch-0.9.csv,0,1,215,6
KNN,IND-JLMIV+R-2020,nutch-0.9.csv_nutch-1.0.csv,0,0,118,1
KNN,IND-JLMIV+R-2020,nutch-1.0.csv_nutch-1.1.csv,4,1,270,11
KNN,IND-JLMIV+R-2020,nutch-1.1.csv_nutch-1.10.csv,0,0,61,0
KNN,IND-JLMIV+R-2020,nutch-1.10.csv_nutch-1.11.csv,0,0,204,5
KNN,IND-JLMIV+R-2020,nutch-1.11.csv_nutch-1.12.csv,0,0,306,11
KNN,IND-JLMIV+R-2020,nutch-1.12.csv_nutch-1.13.csv,0,0,174,4
KNN,IND-JLMIV+R-2020,nutch-1.13.csv_nutch-1.14.csv,0,3,312,2
KNN,IND-JLMIV+R-2020,nutch-1.14.csv_nutch-1.2.csv,0,0,53,0
KNN,IND-JLMIV+R-2020,nutch-1.2.csv_nutch-1.3.csv,5,0,170,12
KNN,IND-JLMIV+R-2020,nutch-1.3.csv_nutch-1.4.csv,0,0,122,2
KNN,IND-JLMIV+R-2020,nutch-1.4.csv_nutch-1.5.csv,1,0,164,14
KNN,IND-JLMIV+R-2020,nutch-1.5.csv_nutch-1.6.csv,2,0,186,14
KNN,IND-JLMIV+R-2020,nutch-1.6.csv_nutch-1.7.csv,2,1,144,3
KNN,IND-JLMIV+R-2020,nutch-1.7.csv_nutch-1.8.csv,1,1,191,2
KNN,IND-JLMIV+R-2020,nutch-1.8.csv_nutch-1.9.csv,0,0,207,4
KNN,IND-JLMIV+R-2020,nutch-1.9.csv_nutch-2.0.csv,0,0,56,0
KNN,IND-JLMIV+R-2020,nutch-2.0.csv_nutch-2.1.csv,0,0,196,10
KNN,IND-JLMIV+R-2020,nutch-2.1.csv_nutch-2.2.csv,2,0,150,16
KNN,IND-JLMIV+R-2020,nutch-2.2.csv_nutch-2.3.csv,0,2,142,0
KNN,IND-JLMIV+R-2020,opennlp-1.7.0.csv_opennlp-1.8.0.csv,0,0,302,0
KNN,IND-JLMIV+R-2020,parquet-mr-1.0.0.csv_parquet-mr-1.1.0.csv,0,0,168,2
KNN,IND-JLMIV+R-2020,parquet-mr-1.1.0.csv_parquet-mr-1.2.0.csv,0,0,190,1
KNN,IND-JLMIV+R-2020,parquet-mr-1.2.0.csv_parquet-mr-1.3.0.csv,0,0,145,1
KNN,IND-JLMIV+R-2020,parquet-mr-1.3.0.csv_parquet-mr-1.4.0.csv,0,0,198,6
KNN,IND-JLMIV+R-2020,parquet-mr-1.4.0.csv_parquet-mr-1.5.0.csv,2,1,251,10
KNN,IND-JLMIV+R-2020,parquet-mr-1.5.0.csv_parquet-mr-1.6.0.csv,0,0,195,2
KNN,IND-JLMIV+R-2020,parquet-mr-1.6.0.csv_parquet-mr-1.7.0.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,santuario-java-1.4.5.csv_santuario-java-2.0.0.csv,0,0,20,0
KNN,IND-JLMIV+R-2020,santuario-java-2.0.0.csv_santuario-java-2.1.0.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,systemml-0.10.csv_systemml-0.11.csv,5,3,615,22
KNN,IND-JLMIV+R-2020,systemml-0.11.csv_systemml-0.12.csv,10,3,669,39
KNN,IND-JLMIV+R-2020,systemml-0.12.csv_systemml-0.13.csv,11,4,744,32
KNN,IND-JLMIV+R-2020,systemml-0.13.csv_systemml-0.14.csv,2,2,606,23
KNN,IND-JLMIV+R-2020,systemml-0.14.csv_systemml-0.15.csv,0,2,479,6
KNN,IND-JLMIV+R-2020,systemml-0.15.csv_systemml-0.9.csv,0,0,154,0
KNN,IND-JLMIV+R-2020,systemml-0.9.csv_systemml-1.0.0.csv,0,0,76,0
KNN,IND-JLMIV+R-2020,systemml-1.0.0.csv_systemml-1.1.0.csv,0,0,581,10
KNN,IND-JLMIV+R-2020,systemml-1.1.0.csv_systemml-1.2.0.csv,0,0,380,0
KNN,IND-JLMIV+R-2020,tika-0.1.csv_tika-0.10.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,tika-0.10.csv_tika-0.2.csv,0,0,19,0
KNN,IND-JLMIV+R-2020,tika-0.2.csv_tika-0.3.csv,0,1,9,0
KNN,IND-JLMIV+R-2020,tika-0.3.csv_tika-0.4.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,tika-0.4.csv_tika-0.5.csv,2,0,76,2
KNN,IND-JLMIV+R-2020,tika-0.5.csv_tika-0.6.csv,1,0,114,6
KNN,IND-JLMIV+R-2020,tika-0.6.csv_tika-0.7.csv,2,0,84,7
KNN,IND-JLMIV+R-2020,tika-0.7.csv_tika-0.8.csv,1,0,79,6
KNN,IND-JLMIV+R-2020,tika-0.8.csv_tika-0.9.csv,2,2,125,17
KNN,IND-JLMIV+R-2020,tika-0.9.csv_tika-1.0.csv,3,2,100,9
KNN,IND-JLMIV+R-2020,tika-1.0.csv_tika-1.1.csv,2,1,180,15
KNN,IND-JLMIV+R-2020,tika-1.1.csv_tika-1.10.csv,0,2,115,1
KNN,IND-JLMIV+R-2020,tika-1.10.csv_tika-1.11.csv,0,0,331,13
KNN,IND-JLMIV+R-2020,tika-1.11.csv_tika-1.12.csv,2,0,439,22
KNN,IND-JLMIV+R-2020,tika-1.12.csv_tika-1.13.csv,1,0,398,15
KNN,IND-JLMIV+R-2020,tika-1.13.csv_tika-1.14.csv,0,1,425,11
KNN,IND-JLMIV+R-2020,tika-1.14.csv_tika-1.15.csv,1,0,398,7
KNN,IND-JLMIV+R-2020,tika-1.15.csv_tika-1.16.csv,0,1,571,12
KNN,IND-JLMIV+R-2020,tika-1.16.csv_tika-1.17.csv,0,2,560,10
KNN,IND-JLMIV+R-2020,tika-1.17.csv_tika-1.2.csv,0,0,119,3
KNN,IND-JLMIV+R-2020,tika-1.2.csv_tika-1.3.csv,4,3,238,17
KNN,IND-JLMIV+R-2020,tika-1.3.csv_tika-1.4.csv,2,3,255,25
KNN,IND-JLMIV+R-2020,tika-1.4.csv_tika-1.5.csv,0,4,262,13
KNN,IND-JLMIV+R-2020,tika-1.5.csv_tika-1.6.csv,0,0,246,15
KNN,IND-JLMIV+R-2020,tika-1.6.csv_tika-1.7.csv,0,0,240,12
KNN,IND-JLMIV+R-2020,tika-1.7.csv_tika-1.8.csv,0,1,260,10
KNN,IND-JLMIV+R-2020,tika-1.8.csv_tika-1.9.csv,1,1,364,14
KNN,IND-JLMIV+R-2020,wss4j-1.5.0.csv_wss4j-1.6.0.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,wss4j-1.6.0.csv_wss4j-2.0.0.csv,0,0,0,0
KNN,IND-JLMIV+R-2020,wss4j-2.0.0.csv_wss4j-2.1.0.csv,0,0,245,2
KNN,IND-JLMIV+R-2020,wss4j-2.1.0.csv_wss4j-2.2.0.csv,0,0,128,0
KNN,JIRA-HA-2019,activemq-5.0.0.csv_activemq-5.1.0.csv,1,2,1227,61
KNN,JIRA-HA-2019,activemq-5.1.0.csv_activemq-5.2.0.csv,2,9,1339,78
KNN,JIRA-HA-2019,activemq-5.2.0.csv_activemq-5.3.0.csv,9,3,1305,33
KNN,JIRA-HA-2019,activemq-5.3.0.csv_activemq-5.8.0.csv,0,5,95,1
KNN,JIRA-HA-2019,camel-1.4.0.csv_camel-2.10.0.csv,0,2,96,0
KNN,JIRA-HA-2019,camel-2.10.0.csv_camel-2.11.0.csv,13,4,5611,88
KNN,JIRA-HA-2019,camel-2.11.0.csv_camel-2.9.0.csv,0,2,4152,0
KNN,JIRA-HA-2019,derby-10.2.1.6.csv_derby-10.3.1.4.csv,0,1,1060,28
KNN,JIRA-HA-2019,derby-10.3.1.4.csv_derby-10.5.1.1.csv,0,7,1282,31
KNN,JIRA-HA-2019,groovy-1.5.7.csv_groovy-1.6.BETA1.csv,6,5,575,25
KNN,JIRA-HA-2019,groovy-1.6.BETA1.csv_groovy-1.6.BETA2.csv,8,14,586,33
KNN,JIRA-HA-2019,hbase-0.94.0.csv_hbase-0.95.0.csv,0,0,0,0
KNN,JIRA-HA-2019,hbase-0.95.0.csv_hbase-0.95.2.csv,2,0,643,32
KNN,JIRA-HA-2019,hive-0.10.0.csv_hive-0.12.0.csv,0,2,947,9
KNN,JIRA-HA-2019,hive-0.12.0.csv_hive-0.9.0.csv,0,0,701,0
KNN,JIRA-HA-2019,jruby-1.1.0.csv_jruby-1.4.0.csv,0,0,122,6
KNN,JIRA-HA-2019,jruby-1.4.0.csv_jruby-1.5.0.csv,2,4,532,74
KNN,JIRA-HA-2019,jruby-1.5.0.csv_jruby-1.7.0.preview1.csv,0,9,374,8
KNN,JIRA-HA-2019,lucene-2.3.0.csv_lucene-2.9.0.csv,0,1,211,9
KNN,JIRA-HA-2019,lucene-2.9.0.csv_lucene-3.0.0.csv,2,4,309,9
KNN,JIRA-HA-2019,lucene-3.0.0.csv_lucene-3.1.0.csv,25,2,446,43
KNN,JIRA-HA-2019,wicket-1.3.0.beta1.csv_wicket-1.3.0.beta2.csv,47,13,965,94
KNN,JIRA-HA-2019,wicket-1.3.0.beta2.csv_wicket-1.5.3.0.csv,0,0,4,0
KNN,JIRA-RA-2019,activemq-5.0.0.csv_activemq-5.1.0.csv,10,30,1200,53
KNN,JIRA-RA-2019,activemq-5.1.0.csv_activemq-5.2.0.csv,0,9,1313,103
KNN,JIRA-RA-2019,activemq-5.2.0.csv_activemq-5.3.0.csv,4,7,1264,73
KNN,JIRA-RA-2019,activemq-5.3.0.csv_activemq-5.8.0.csv,0,0,99,2
KNN,JIRA-RA-2019,camel-1.4.0.csv_camel-2.10.0.csv,0,1,96,0
KNN,JIRA-RA-2019,camel-2.10.0.csv_camel-2.11.0.csv,0,4,5657,55
KNN,JIRA-RA-2019,camel-2.11.0.csv_camel-2.9.0.csv,0,6,4127,10
KNN,JIRA-RA-2019,derby-10.2.1.6.csv_derby-10.3.1.4.csv,50,118,839,79
KNN,JIRA-RA-2019,derby-10.3.1.4.csv_derby-10.5.1.1.csv,10,79,1179,47
KNN,JIRA-RA-2019,groovy-1.5.7.csv_groovy-1.6.BETA1.csv,0,1,599,10
KNN,JIRA-RA-2019,groovy-1.6.BETA1.csv_groovy-1.6.BETA2.csv,0,5,625,11
KNN,JIRA-RA-2019,hbase-0.94.0.csv_hbase-0.95.0.csv,0,0,0,0
KNN,JIRA-RA-2019,hbase-0.95.0.csv_hbase-0.95.2.csv,1,13,571,92
KNN,JIRA-RA-2019,hive-0.10.0.csv_hive-0.12.0.csv,0,3,953,4
KNN,JIRA-RA-2019,hive-0.12.0.csv_hive-0.9.0.csv,0,1,674,27
KNN,JIRA-RA-2019,jruby-1.1.0.csv_jruby-1.4.0.csv,0,0,124,3
KNN,JIRA-RA-2019,jruby-1.4.0.csv_jruby-1.5.0.csv,1,4,602,5
KNN,JIRA-RA-2019,jruby-1.5.0.csv_jruby-1.7.0.preview1.csv,0,0,388,1
KNN,JIRA-RA-2019,lucene-2.3.0.csv_lucene-2.9.0.csv,0,3,214,5
KNN,JIRA-RA-2019,lucene-2.9.0.csv_lucene-3.0.0.csv,0,10,308,6
KNN,JIRA-RA-2019,lucene-3.0.0.csv_lucene-3.1.0.csv,0,0,511,7
KNN,JIRA-RA-2019,wicket-1.3.0.beta1.csv_wicket-1.3.0.beta2.csv,1,2,1064,45
KNN,JIRA-RA-2019,wicket-1.3.0.beta2.csv_wicket-1.5.3.0.csv,0,0,6,0
KNN,MA-SZZ-2020,flume-1.2.0.csv_flume-1.3.0.csv,24,14,127,17
KNN,MA-SZZ-2020,flume-1.3.0.csv_flume-1.3.1.csv,56,25,222,31
KNN,MA-SZZ-2020,flume-1.3.1.csv_flume-1.4.0.csv,20,13,177,18
KNN,MA-SZZ-2020,flume-1.4.0.csv_flume-1.5.0.csv,30,26,261,23
KNN,MA-SZZ-2020,flume-1.5.0.csv_flume-1.5.1.csv,44,43,361,29
KNN,MA-SZZ-2020,flume-1.5.1.csv_flume-1.5.2.csv,34,14,391,40
KNN,MA-SZZ-2020,flume-1.5.2.csv_flume-1.6.0.csv,13,9,323,16
KNN,MA-SZZ-2020,flume-1.6.0.csv_flume-1.7.0.csv,11,7,314,7
KNN,MA-SZZ-2020,flume-1.7.0.csv_flume-1.8.0.csv,2,1,467,8
KNN,MA-SZZ-2020,mahout-0.10.0.csv_mahout-0.11.0.csv,70,8,898,95
KNN,MA-SZZ-2020,mahout-0.11.0.csv_mahout-0.12.0.csv,85,7,833,99
KNN,MA-SZZ-2020,mahout-0.12.0.csv_mahout-0.13.0.csv,82,9,835,77
KNN,MA-SZZ-2020,mahout-0.13.0.csv_mahout-0.4.csv,2,0,7,5
KNN,MA-SZZ-2020,mahout-0.4.csv_mahout-0.5.csv,25,13,328,36
KNN,MA-SZZ-2020,mahout-0.5.csv_mahout-0.6.csv,25,9,306,30
KNN,MA-SZZ-2020,mahout-0.6.csv_mahout-0.7.csv,99,23,624,94
KNN,MA-SZZ-2020,mahout-0.7.csv_mahout-0.8.csv,40,11,365,37
